JobID|State|Elapsed
2417158_289|COMPLETED|310
2417158_290|COMPLETED|310
2417158_291|COMPLETED|300
2417158_292|COMPLETED|341
2417158_293|COMPLETED|298
2417158_294|COMPLETED|305
2417158_295|COMPLETED|288
2417158_296|COMPLETED|917
2417158_297|COMPLETED|818
2417158_298|COMPLETED|791
2417158_299|COMPLETED|880
2417158_300|COMPLETED|798
2417158_301|COMPLETED|868
2417158_302|COMPLETED|849
2417158_303|COMPLETED|852
2417158_304|COMPLETED|884
2417158_305|COMPLETED|863
2417158_306|COMPLETED|859
2417158_307|COMPLETED|909
2417158_308|COMPLETED|916
2417158_309|COMPLETED|866
2417158_310|COMPLETED|898
2417158_311|COMPLETED|944
2417158_312|COMPLETED|795
2417158_313|COMPLETED|758
2417158_314|COMPLETED|757
2417158_315|COMPLETED|752
2417158_316|COMPLETED|685
2417158_317|COMPLETED|722
2417158_318|COMPLETED|716
2417158_319|COMPLETED|761
2417158_320|COMPLETED|794
2417158_321|COMPLETED|781
2417158_322|COMPLETED|803
2417158_323|COMPLETED|838
2417158_324|COMPLETED|840
2417158_325|COMPLETED|752
2417158_326|COMPLETED|786
2417158_327|COMPLETED|824
2417158_328|COMPLETED|877
2417158_329|COMPLETED|850
2417158_330|COMPLETED|869
2417158_331|COMPLETED|865
2417158_332|COMPLETED|880
2417158_333|COMPLETED|865
2417158_334|COMPLETED|819
2417158_335|COMPLETED|830
2417158_336|COMPLETED|862
2417158_337|COMPLETED|857
2417158_338|COMPLETED|800
2417158_339|COMPLETED|814
2417158_340|COMPLETED|801
2417158_341|COMPLETED|851
2417158_342|COMPLETED|806
2417158_343|COMPLETED|806
2417158_344|COMPLETED|869
2417158_345|COMPLETED|863
2417158_346|COMPLETED|820
2417158_347|COMPLETED|800
2417158_348|COMPLETED|889
2417158_349|COMPLETED|849
2417158_350|COMPLETED|834
2417158_351|COMPLETED|859
2417158_352|COMPLETED|830
2417158_353|COMPLETED|772
2417158_354|COMPLETED|743
2417158_355|COMPLETED|766
2417158_356|COMPLETED|810
2417158_357|COMPLETED|854
2417158_358|COMPLETED|855
2417158_359|COMPLETED|805
2417158_360|COMPLETED|537
2417158_361|COMPLETED|507
2417158_362|COMPLETED|566
2417158_363|COMPLETED|546
2417158_364|COMPLETED|536
2417158_365|COMPLETED|517
2417158_366|COMPLETED|527
2417158_367|COMPLETED|475
2417158_368|COMPLETED|581
2417158_369|COMPLETED|571
2417158_370|COMPLETED|563
2417158_371|COMPLETED|543
2417158_372|COMPLETED|551
2417158_373|COMPLETED|559
2417158_374|COMPLETED|554
2417158_375|COMPLETED|516
2417158_376|COMPLETED|839
2417158_377|COMPLETED|837
2417158_378|COMPLETED|779
2417158_379|COMPLETED|775
2417158_380|COMPLETED|828
2417158_381|COMPLETED|825
2417158_382|COMPLETED|819
2417158_383|COMPLETED|815
2417158_384|COMPLETED|417
2417158_385|COMPLETED|523
2417158_386|COMPLETED|492
2417158_387|COMPLETED|475
2417158_388|COMPLETED|481
2417158_389|COMPLETED|508
2417158_390|COMPLETED|524
2417158_391|COMPLETED|503
2417158_392|COMPLETED|529
2417158_393|COMPLETED|567
2417158_394|COMPLETED|546
2417158_395|COMPLETED|511
2417158_396|COMPLETED|515
2417158_397|COMPLETED|495
2417158_398|COMPLETED|544
2417158_399|COMPLETED|512
2417158_400|COMPLETED|499
2417158_401|COMPLETED|572
2417158_402|COMPLETED|550
2417158_403|COMPLETED|479
2417158_404|COMPLETED|530
2417158_405|COMPLETED|484
2417158_406|COMPLETED|530
2417158_407|COMPLETED|539
2417158_408|COMPLETED|511
2417158_409|COMPLETED|555
2417158_410|COMPLETED|510
2417158_411|COMPLETED|507
2417158_412|COMPLETED|491
2417158_413|COMPLETED|478
2417158_414|COMPLETED|529
2417158_415|COMPLETED|540
2417158_416|COMPLETED|597
2417158_417|COMPLETED|621
2417158_418|COMPLETED|640
2417158_419|COMPLETED|575
2417158_420|COMPLETED|595
2417158_421|COMPLETED|600
2417158_422|COMPLETED|620
2417158_423|COMPLETED|619
2417158_424|COMPLETED|1412
2417158_425|COMPLETED|1304
2417158_426|COMPLETED|1386
2417158_427|COMPLETED|1391
2417158_428|COMPLETED|1397
2417158_429|COMPLETED|1356
2417158_430|COMPLETED|1381
2417158_431|COMPLETED|1368
2417158_432|COMPLETED|1400
2417158_433|COMPLETED|1416
2417158_434|COMPLETED|1419
2417158_435|COMPLETED|1395
2417158_436|COMPLETED|1437
2417158_437|COMPLETED|1451
2417158_438|COMPLETED|1393
2417158_439|COMPLETED|1453
2417158_440|COMPLETED|1408
2417158_441|COMPLETED|1399
2417158_442|COMPLETED|1466
2417158_443|COMPLETED|1428
2417158_444|COMPLETED|1366
2417158_445|COMPLETED|1329
2417158_446|COMPLETED|1380
2417158_447|COMPLETED|1389
2417158_448|COMPLETED|1198
2417158_449|COMPLETED|1187
2417158_450|COMPLETED|1149
2417158_451|COMPLETED|1233
2417158_452|COMPLETED|1177
2417158_453|COMPLETED|1181
2417158_454|COMPLETED|1240
2417158_455|COMPLETED|1265
2417158_456|COMPLETED|1446
2417158_457|COMPLETED|1374
2417158_458|COMPLETED|1385
2417158_459|COMPLETED|1399
2417158_460|COMPLETED|1452
2417158_461|COMPLETED|1486
2417158_462|COMPLETED|1399
2417158_463|COMPLETED|1434
