env,arm,t,n_seeds,seeds,sr_mean_pct,sr_se_pct,sr_per_seed,call_ratio
pusht,gd_blindk,100,8,42|43|44|45|46|47|48|49,94.92,0.47,94.14|95.31|92.58|95.31|96.09|93.75|95.70|96.48,0.363
pusht,gd_ffjepa_s10k3,100,8,42|43|44|45|46|47|48|49,94.77,0.34,94.92|93.75|94.92|95.31|95.70|96.09|93.36|94.14,
pusht,gd_flat_rh5,100,8,42|43|44|45|46|47|48|49,21.92,0.62,23.05|20.70|20.70|22.66|22.66|24.22|18.75|22.66,
pusht,gd_router_mp,100,8,42|43|44|45|46|47|48|49,95.75,0.33,95.70|94.14|96.09|96.88|95.70|95.70|96.88|94.92,0.658
pusht,gd_router,100,8,42|43|44|45|46|47|48|49,95.70,0.35,94.53|96.88|96.88|94.53|96.48|95.70|94.92|95.70,0.659
pusht,gd_surveyor,100,8,42|43|44|45|46|47|48|49,95.46,0.29,95.31|95.31|95.31|95.70|97.27|95.31|94.53|94.92,0.656
pusht,gd_blind2,150,8,42|43|44|45|46|47|48|49,98.00,0.46,98.83|97.66|97.27|98.83|100.00|97.27|95.70|98.44,0.513
pusht,gd_blindk,150,8,42|43|44|45|46|47|48|49,95.70,0.40,94.92|98.05|94.53|96.09|95.31|94.92|95.31|96.48,0.349
pusht,gd_ffjepa_s10k3,150,8,42|43|44|45|46|47|48|49,96.88,0.52,97.66|98.05|98.05|95.70|96.88|97.27|93.75|97.66,
pusht,gd_flat_rh5,150,8,42|43|44|45|46|47|48|49,8.79,0.51,9.38|6.64|9.38|10.55|10.16|7.81|9.38|7.03,
pusht,gd_router_mp,150,8,42|43|44|45|46|47|48|49,96.88,0.26,96.48|98.05|96.88|96.88|96.48|97.66|96.88|95.70,0.673
pusht,gd_router,150,8,42|43|44|45|46|47|48|49,96.88,0.40,97.66|99.22|96.48|96.88|96.09|96.88|96.09|95.70,0.668
pusht,gd_surveyor,150,8,42|43|44|45|46|47|48|49,97.07,0.31,96.48|98.05|96.88|97.27|97.27|96.48|95.70|98.44,0.674
reacher,gd_blind2,25,8,42|43|44|45|46|47|48|49,59.67,2.35,56.25|57.81|68.75|64.84|61.72|50.78|65.62|51.56,0.599
reacher,gd_blindk,25,8,42|43|44|45|46|47|48|49,52.25,1.44,56.25|45.31|54.69|55.47|54.69|53.12|46.88|51.56,0.426
reacher,gd_ffjepa_s10k8,25,8,42|43|44|45|46|47|48|49,66.80,1.29,71.09|70.31|62.50|66.41|63.28|63.28|66.41|71.09,
reacher,gd_flat_rh5,25,8,42|43|44|45|46|47|48|49,73.15,1.80,79.69|78.91|72.66|67.19|65.62|72.66|71.88|76.56,
reacher,gd_router_mp,25,8,42|43|44|45|46|47|48|49,97.07,0.97,95.31|98.44|99.22|99.22|91.41|97.66|96.09|99.22,1.000
reacher,gd_router,25,8,42|43|44|45|46|47|48|49,96.39,0.85,98.44|94.53|99.22|93.75|92.97|97.66|96.09|98.44,0.942
reacher,gd_surveyor,25,8,42|43|44|45|46|47|48|49,62.70,1.54,56.25|57.03|67.97|64.84|66.41|60.16|64.06|64.84,0.774
reacher,gd_blind2,50,8,42|43|44|45|46|47|48|49,79.98,0.92,80.47|80.47|81.25|75.78|84.38|78.12|81.25|78.12,0.533
reacher,gd_blindk,50,8,42|43|44|45|46|47|48|49,71.00,1.01,68.75|69.53|71.88|68.75|69.53|70.31|77.34|71.88,0.403
reacher,gd_ffjepa_s10k8,50,8,42|43|44|45|46|47|48|49,88.09,0.57,86.72|89.84|89.84|89.84|88.28|86.72|87.50|85.94,
reacher,gd_flat_rh5,50,8,42|43|44|45|46|47|48|49,92.48,0.36,92.19|92.19|92.97|93.75|90.62|92.19|92.19|93.75,
reacher,gd_router_mp,50,8,42|43|44|45|46|47|48|49,99.02,0.29,100.00|98.44|99.22|100.00|97.66|98.44|99.22|99.22,0.911
reacher,gd_router,50,8,42|43|44|45|46|47|48|49,99.51,0.25,100.00|100.00|98.44|98.44|100.00|100.00|99.22|100.00,0.899
reacher,gd_surveyor,50,8,42|43|44|45|46|47|48|49,83.79,0.72,83.59|81.25|85.94|83.59|81.25|86.72|82.81|85.16,0.760
reacher,gd_blind2,100,8,42|43|44|45|46|47|48|49,93.17,0.46,95.31|93.75|92.97|92.19|92.19|92.97|94.53|91.41,0.529
reacher,gd_blindk,100,8,42|43|44|45|46|47|48|49,87.79,0.49,85.16|87.50|88.28|88.28|88.28|86.72|88.28|89.84,0.368
reacher,gd_ffjepa_s10k8,100,8,42|43|44|45|46|47|48|49,95.31,0.59,96.09|92.19|96.09|96.09|93.75|95.31|97.66|95.31,
reacher,gd_flat_rh5,100,8,42|43|44|45|46|47|48|49,92.77,0.62,92.97|92.19|89.84|95.31|93.75|94.53|91.41|92.19,
reacher,gd_router_mp,100,8,42|43|44|45|46|47|48|49,96.39,0.47,97.66|96.88|95.31|94.53|98.44|96.88|95.31|96.09,0.858
reacher,gd_router,100,8,42|43|44|45|46|47|48|49,96.78,0.73,95.31|96.09|97.66|100.00|92.97|97.66|97.66|96.88,0.868
reacher,gd_surveyor,100,8,42|43|44|45|46|47|48|49,93.75,0.39,92.97|92.97|92.97|95.31|95.31|92.97|94.53|92.97,0.757
reacher,gd_blind2,150,8,42|43|44|45|46|47|48|49,92.87,0.23,93.75|92.19|92.19|92.97|92.97|92.19|92.97|93.75,0.522
reacher,gd_blindk,150,8,42|43|44|45|46|47|48|49,89.65,0.46,89.84|88.28|89.84|89.84|91.41|91.41|88.28|88.28,0.358
reacher,gd_ffjepa_s10k8,150,8,42|43|44|45|46|47|48|49,93.26,0.75,92.19|93.75|89.84|92.19|96.88|94.53|92.19|94.53,
reacher,gd_flat_rh5,150,8,42|43|44|45|46|47|48|49,89.26,0.72,89.06|88.28|89.84|89.84|87.50|92.19|85.94|91.41,
reacher,gd_router_mp,150,8,42|43|44|45|46|47|48|49,93.46,0.59,95.31|94.53|95.31|94.53|91.41|91.41|92.97|92.19,0.866
reacher,gd_router,150,8,42|43|44|45|46|47|48|49,93.56,0.76,96.88|92.97|90.62|92.97|96.09|92.97|94.53|91.41,0.857
reacher,gd_surveyor,150,8,42|43|44|45|46|47|48|49,93.46,0.57,95.31|92.97|93.75|91.41|96.09|92.19|92.19|93.75,0.766
tworoom,gd_flat_rh2,25,8,42|43|44|45|46|47|48|49,84.18,1.16,79.69|82.81|79.69|84.38|84.38|87.50|87.50|87.50,
tworoom,gd_pair_accept,25,8,42|43|44|45|46|47|48|49,74.81,1.97,75.00|70.31|71.88|85.94|75.00|79.69|70.31|70.31,0.936
tworoom,gd_pair_blind,25,8,42|43|44|45|46|47|48|49,71.88,1.53,73.44|64.06|75.00|76.56|73.44|75.00|70.31|67.19,0.448
tworoom,gd_pair_every,25,8,42|43|44|45|46|47|48|49,72.07,1.76,73.44|60.94|76.56|76.56|71.88|73.44|70.31|73.44,1.000
tworoom,gd_router_mp,25,8,42|43|44|45|46|47|48|49,74.81,1.97,75.00|70.31|71.88|85.94|75.00|79.69|70.31|70.31,0.936
tworoom,gd_router,25,8,42|43|44|45|46|47|48|49,74.81,1.97,75.00|70.31|71.88|85.94|75.00|79.69|70.31|70.31,0.936
tworoom,gd_flat_rh2,50,8,42|43|44|45|46|47|48|49,64.26,2.78,67.19|53.12|59.38|59.38|65.62|79.69|62.50|67.19,
tworoom,gd_pair_accept,50,8,42|43|44|45|46|47|48|49,67.97,2.34,67.19|62.50|75.00|65.62|70.31|79.69|60.94|62.50,0.952
tworoom,gd_pair_blind,50,8,42|43|44|45|46|47|48|49,57.81,2.07,54.69|60.94|57.81|57.81|53.12|67.19|48.44|62.50,0.398
tworoom,gd_pair_every,50,8,42|43|44|45|46|47|48|49,70.31,1.56,64.06|73.44|68.75|78.12|68.75|73.44|67.19|68.75,1.000
tworoom,gd_router_mp,50,8,42|43|44|45|46|47|48|49,67.97,2.34,67.19|62.50|75.00|65.62|70.31|79.69|60.94|62.50,0.952
tworoom,gd_router,50,8,42|43|44|45|46|47|48|49,67.97,2.34,67.19|62.50|75.00|65.62|70.31|79.69|60.94|62.50,0.952
tworoom,gd_flat_rh2,75,8,42|43|44|45|46|47|48|49,43.94,2.05,40.62|53.12|42.19|35.94|51.56|42.19|45.31|40.62,
tworoom,gd_pair_accept,75,8,42|43|44|45|46|47|48|49,61.91,2.04,60.94|62.50|67.19|51.56|68.75|67.19|59.38|57.81,0.945
tworoom,gd_pair_blind,75,8,42|43|44|45|46|47|48|49,53.32,1.68,46.88|56.25|54.69|54.69|60.94|54.69|51.56|46.88,0.349
tworoom,gd_pair_every,75,8,42|43|44|45|46|47|48|49,64.26,1.52,62.50|59.38|70.31|59.38|67.19|68.75|65.62|60.94,1.000
tworoom,gd_router_mp,75,8,42|43|44|45|46|47|48|49,61.91,2.04,60.94|62.50|67.19|51.56|68.75|67.19|59.38|57.81,0.945
tworoom,gd_router,75,8,42|43|44|45|46|47|48|49,61.91,2.04,60.94|62.50|67.19|51.56|68.75|67.19|59.38|57.81,0.945
