env,arm,t,n_seeds,seeds,sr_mean_pct,sr_se_pct,sr_per_seed,call_ratio
pusht,router_rt0.10_tauown,75,8,42|43|44|45|46|47|48|49,96.58,0.25,95.70|96.09|96.48|96.48|97.66|96.48|96.09|97.66,0.591
pusht,gcidm_router_tauown,100,8,42|43|44|45|46|47|48|49,95.95,0.29,96.09|95.31|96.48|96.09|94.53|96.09|97.27|95.70,0.776
pusht,gcidm_surv_tauown,100,8,42|43|44|45|46|47|48|49,96.88,0.21,97.66|96.88|97.27|96.88|95.70|96.88|97.27|96.48,0.772
pusht,gcrouter_off_s42_mp_rt0.10_tauown,100,8,42|43|44|45|46|47|48|49,95.31,0.36,94.14|95.70|95.31|96.88|94.14|95.31|96.48|94.53,0.723
pusht,gcrouter_off_s42_mp_tauown,100,8,42|43|44|45|46|47|48|49,95.65,0.35,95.31|96.09|95.70|93.75|96.88|96.09|96.48|94.92,0.715
pusht,gcrouter_off_s42_rt0.10_tauown,100,8,42|43|44|45|46|47|48|49,95.02,0.27,95.70|94.14|95.31|96.09|95.70|94.14|94.53|94.53,0.724
pusht,gd_router_mp_rt0.10_tauown,100,8,42|43|44|45|46|47|48|49,96.14,0.31,95.31|94.92|96.48|95.70|97.66|96.88|96.09|96.09,0.589
pusht,gd_router_mp_tauown,100,8,42|43|44|45|46|47|48|49,95.85,0.28,95.70|94.92|96.88|96.48|95.31|95.31|95.31|96.88,0.590
pusht,gd_router_rt0.10_tauown,100,8,42|43|44|45|46|47|48|49,96.09,0.31,94.92|97.27|94.92|96.88|96.48|95.70|96.09|96.48,0.587
pusht,icem_router_lat_tauown,100,8,42|43|44|45|46|47|48|49,92.14,0.35,90.62|92.58|91.80|92.19|92.19|94.14|91.80|91.80,0.625
pusht,icem_router_mp_rt0.10_tauown,100,8,42|43|44|45|46|47|48|49,92.43,0.39,93.36|92.97|94.14|92.19|92.58|91.41|92.19|90.62,0.624
