file,tau,redrafts,advances,rejects,call_ratio
reacher_horizon_s10spec_t50_seed43.log,0.2,476,283,302,0.627
reacher_horizon_s10spec_t50_seed43.log,0.2,348,165,203,0.678
reacher_horizon_s10spec_t75_2t_seed42.log,0.2,579,323,402,0.642
reacher_horizon_s10spec_t75_2t_seed43.log,0.2,556,370,366,0.600
reacher_horizon_s10spec_t75_b50_seed42.log,0.2,358,160,214,0.691
reacher_horizon_s10spec_t75_b50_seed43.log,0.2,348,189,200,0.648
reacher_horizon_s10spec_t75_seed42.log,0.2,579,323,402,0.642
reacher_horizon_s10spec_t75_seed42.log,0.2,358,160,214,0.691
reacher_horizon_s10spec_t75_seed43.log,0.2,556,370,366,0.600
reacher_horizon_s10spec_t75_seed43.log,0.2,348,189,200,0.648
reacher_horizon_s10spec_t75_seed44.log,0.2,570,332,375,0.632
reacher_horizon_s10spec_t75_seed45.log,0.2,556,334,376,0.625
reacher_hz150job_2270576_24.log,0.2,637,385,442,0.623
reacher_hz150job_2270576_25.log,0.2,666,377,474,0.639
reacher_hz150job_2270576_26.log,0.2,662,378,464,0.637
reacher_hz150job_2270576_27.log,0.2,624,366,423,0.630
reacher_hz150job_2270576_28.log,0.2,767,505,525,0.603
reacher_hz150job_2270576_29.log,0.2,756,448,531,0.628
reacher_hz150job_2270576_30.log,0.2,732,439,526,0.625
reacher_hz150job_2270576_31.log,0.2,735,453,529,0.619
reacher_hz150job_2270576_32.log,0.2,792,457,587,0.634
reacher_hz150job_2270576_33.log,0.2,783,487,565,0.617
reacher_hz150job_2270576_34.log,0.2,784,466,567,0.627
reacher_hz150job_2270576_35.log,0.2,814,510,602,0.615
reacher_hz150k4_s10spec_t100_seed42.log,0.2,591,351,394,0.627
reacher_hz150k4_s10spec_t100_seed43.log,0.2,602,318,411,0.654
reacher_hz150k4_s10spec_t100_seed44.log,0.2,591,333,407,0.640
reacher_hz150k4_s10spec_t100_seed45.log,0.2,597,323,402,0.649
reacher_hz150k4_s10spec_t125_seed42.log,0.2,662,371,464,0.641
reacher_hz150k4_s10spec_t125_seed43.log,0.2,626,376,408,0.625
reacher_hz150k4_s10spec_t125_seed44.log,0.2,652,335,462,0.661
reacher_hz150k4_s10spec_t125_seed45.log,0.2,642,380,443,0.628
reacher_hz150k4_s10spec_t150_seed42.log,0.2,686,363,487,0.654
reacher_hz150k4_s10spec_t150_seed43.log,0.2,707,374,518,0.654
reacher_hz150k4_s10spec_t150_seed44.log,0.2,694,393,499,0.638
reacher_hz150k4_s10spec_t150_seed45.log,0.2,711,400,511,0.640
reacher_hz150_s10spec_t100_seed42.log,0.2,637,385,442,0.623
reacher_hz150_s10spec_t100_seed43.log,0.2,666,377,474,0.639
reacher_hz150_s10spec_t100_seed44.log,0.2,662,378,464,0.637
reacher_hz150_s10spec_t100_seed45.log,0.2,624,366,423,0.630
reacher_hz150_s10spec_t125_seed42.log,0.2,767,505,525,0.603
reacher_hz150_s10spec_t125_seed43.log,0.2,756,448,531,0.628
reacher_hz150_s10spec_t125_seed44.log,0.2,732,439,526,0.625
reacher_hz150_s10spec_t125_seed45.log,0.2,735,453,529,0.619
reacher_hz150_s10spec_t150_seed42.log,0.2,792,457,587,0.634
reacher_hz150_s10spec_t150_seed43.log,0.2,783,487,565,0.617
reacher_hz150_s10spec_t150_seed44.log,0.2,784,466,567,0.627
reacher_hz150_s10spec_t150_seed45.log,0.2,814,510,602,0.615
reacher_hzext_2270564_10.log,0.2,650,380,458,0.631
reacher_hzext_2270564_11.log,0.2,638,415,424,0.606
reacher_hzext_2270564_8.log,0.2,570,332,375,0.632
reacher_hzext_2270564_9.log,0.2,556,334,376,0.625
reacher_speck1_t100_seed42.log,0.2,686,0,558,1.000
reacher_speck1_t100_seed43.log,0.2,672,0,544,1.000
reacher_speck1_t100_seed44.log,0.2,710,0,582,1.000
reacher_speck1_t100_seed45.log,0.2,723,0,595,1.000
reacher_speck2_t100_seed42.log,0.2,707,0,579,1.000
reacher_speck2_t100_seed43.log,0.2,676,0,548,1.000
reacher_speck2_t100_seed44.log,0.2,680,0,552,1.000
reacher_speck2_t100_seed45.log,0.2,743,0,615,1.000
reacher_speck4job_2271630_0.log,0.2,591,351,394,0.627
reacher_speck4job_2271630_10.log,0.2,694,393,499,0.638
reacher_speck4job_2271630_11.log,0.2,711,400,511,0.640
reacher_speck4job_2271630_1.log,0.2,602,318,411,0.654
reacher_speck4job_2271630_2.log,0.2,591,333,407,0.640
reacher_speck4job_2271630_3.log,0.2,597,323,402,0.649
reacher_speck4job_2271630_4.log,0.2,662,371,464,0.641
reacher_speck4job_2271630_5.log,0.2,626,376,408,0.625
reacher_speck4job_2271630_6.log,0.2,652,335,462,0.661
reacher_speck4job_2271630_7.log,0.2,642,380,443,0.628
reacher_speck4job_2271630_8.log,0.2,686,363,487,0.654
reacher_speck4job_2271630_9.log,0.2,707,374,518,0.654
reacher_strongjob_2270711_12.log,0.2,591,376,389,0.611
reacher_strongjob_2270711_13.log,0.2,609,367,409,0.624
reacher_strongjob_2270711_14.log,0.1,727,147,593,0.832
reacher_strongjob_2270711_15.log,0.1,660,124,529,0.842
rea_ext_2276595_32.log,0.2,329,151,178,0.685
rea_ext_2276595_33.log,0.2,323,155,171,0.676
rea_ext_2276595_34.log,0.2,348,172,196,0.669
rea_ext_2276595_35.log,0.2,313,161,157,0.660
rea_ext_2276595_36.log,0.2,473,252,300,0.652
rea_ext_2276595_37.log,0.2,495,296,309,0.626
rea_ext_2276595_38.log,0.2,474,278,304,0.630
rea_ext_2276595_39.log,0.2,482,294,305,0.621
rea_ext_2276595_40.log,0.2,731,419,532,0.636
rea_ext_2276595_41.log,0.2,707,391,519,0.644
rea_ext_2276595_42.log,0.2,770,442,561,0.635
rea_ext_2276595_43.log,0.2,635,376,444,0.628
rea_ext_2276595_44.log,0.2,885,587,637,0.601
rea_ext_2276595_45.log,0.2,852,521,628,0.621
rea_ext_2276595_46.log,0.2,840,499,617,0.627
rea_ext_2276595_47.log,0.2,842,544,613,0.608
rea_ext_2276595_80.log,0.2,4,1,3,0.800
rea_ext_2276595_81.log,0.2,4,1,3,0.800
rea_ext_2276595_82.log,0.2,5,0,4,1.000
rea_ext_2276595_83.log,0.2,4,1,3,0.800
rea_ext_2276595_84.log,0.2,38,17,28,0.691
rea_ext_2276595_85.log,0.2,40,24,30,0.625
rea_ext_2276595_86.log,0.2,35,26,23,0.574
rea_ext_2276595_87.log,0.2,49,16,38,0.754
rea_ext_2276595_88.log,0.2,270,115,226,0.701
rea_ext_2276595_89.log,0.2,263,150,211,0.637
rea_ext_2276595_90.log,0.2,247,124,201,0.666
rea_ext_2276595_91.log,0.2,272,149,220,0.646
rea_ext_2276595_92.log,0.2,347,222,271,0.610
rea_ext_2276595_93.log,0.2,333,206,259,0.618
rea_ext_2276595_94.log,0.2,327,201,257,0.619
rea_ext_2276595_95.log,0.2,408,267,320,0.604
rea_ext_r_spec_t100_seed46.log,0.2,270,115,226,0.701
rea_ext_r_spec_t100_seed47.log,0.2,263,150,211,0.637
rea_ext_r_spec_t100_seed48.log,0.2,247,124,201,0.666
rea_ext_r_spec_t100_seed49.log,0.2,272,149,220,0.646
rea_ext_r_spec_t150_seed46.log,0.2,347,222,271,0.610
rea_ext_r_spec_t150_seed47.log,0.2,333,206,259,0.618
rea_ext_r_spec_t150_seed48.log,0.2,327,201,257,0.619
rea_ext_r_spec_t150_seed49.log,0.2,408,267,320,0.604
rea_ext_r_spec_t25_seed46.log,0.2,4,1,3,0.800
rea_ext_r_spec_t25_seed47.log,0.2,4,1,3,0.800
rea_ext_r_spec_t25_seed48.log,0.2,5,0,4,1.000
rea_ext_r_spec_t25_seed49.log,0.2,4,1,3,0.800
rea_ext_r_spec_t50_seed46.log,0.2,38,17,28,0.691
rea_ext_r_spec_t50_seed47.log,0.2,40,24,30,0.625
rea_ext_r_spec_t50_seed48.log,0.2,35,26,23,0.574
rea_ext_r_spec_t50_seed49.log,0.2,49,16,38,0.754
rea_ext_spec_t100_seed46.log,0.2,731,419,532,0.636
rea_ext_spec_t100_seed47.log,0.2,707,391,519,0.644
rea_ext_spec_t100_seed48.log,0.2,770,442,561,0.635
rea_ext_spec_t100_seed49.log,0.2,635,376,444,0.628
rea_ext_spec_t150_seed46.log,0.2,885,587,637,0.601
rea_ext_spec_t150_seed47.log,0.2,852,521,628,0.621
rea_ext_spec_t150_seed48.log,0.2,840,499,617,0.627
rea_ext_spec_t150_seed49.log,0.2,842,544,613,0.608
rea_ext_spec_t25_seed46.log,0.2,329,151,178,0.685
rea_ext_spec_t25_seed47.log,0.2,323,155,171,0.676
rea_ext_spec_t25_seed48.log,0.2,348,172,196,0.669
rea_ext_spec_t25_seed49.log,0.2,313,161,157,0.660
rea_ext_spec_t50_seed46.log,0.2,473,252,300,0.652
rea_ext_spec_t50_seed47.log,0.2,495,296,309,0.626
rea_ext_spec_t50_seed48.log,0.2,474,278,304,0.630
rea_ext_spec_t50_seed49.log,0.2,482,294,305,0.621
rea_roverify_2292721_0.log,0.2,287,209,123,0.579
rea_roverify_2292721_10.log,0.2,664,588,388,0.530
rea_roverify_2292721_11.log,0.2,681,566,411,0.546
rea_roverify_2292721_12.log,0.2,757,670,450,0.530
rea_roverify_2292721_13.log,0.2,822,734,504,0.528
rea_roverify_2292721_14.log,0.2,698,618,412,0.530
rea_roverify_2292721_15.log,0.2,795,715,474,0.526
rea_roverify_2292721_1.log,0.2,274,200,103,0.578
rea_roverify_2292721_2.log,0.2,288,190,112,0.603
rea_roverify_2292721_3.log,0.2,295,192,128,0.606
rea_roverify_2292721_4.log,0.2,457,366,240,0.555
rea_roverify_2292721_5.log,0.2,454,369,234,0.552
rea_roverify_2292721_6.log,0.2,456,386,237,0.542
rea_roverify_2292721_7.log,0.2,419,357,202,0.540
rea_roverify_2292721_8.log,0.2,678,570,414,0.543
rea_roverify_2292721_9.log,0.2,680,565,412,0.546
rea_roverify_t100_seed42.log,0.2,678,570,414,0.543
rea_roverify_t100_seed43.log,0.2,680,565,412,0.546
rea_roverify_t100_seed44.log,0.2,664,588,388,0.530
rea_roverify_t100_seed45.log,0.2,681,566,411,0.546
rea_roverify_t150_seed42.log,0.2,757,670,450,0.530
rea_roverify_t150_seed43.log,0.2,822,734,504,0.528
rea_roverify_t150_seed44.log,0.2,698,618,412,0.530
rea_roverify_t150_seed45.log,0.2,795,715,474,0.526
rea_roverify_t25_seed42.log,0.2,287,209,123,0.579
rea_roverify_t25_seed43.log,0.2,274,200,103,0.578
rea_roverify_t25_seed44.log,0.2,288,190,112,0.603
rea_roverify_t25_seed45.log,0.2,295,192,128,0.606
rea_roverify_t50_seed42.log,0.2,457,366,240,0.555
rea_roverify_t50_seed43.log,0.2,454,369,234,0.552
rea_roverify_t50_seed44.log,0.2,456,386,237,0.542
rea_roverify_t50_seed45.log,0.2,419,357,202,0.540
tgrid_cube_spec_seed42.log,0.2,752,80,578,0.904
tgrid_cube_spec_seed43.log,0.2,785,93,621,0.894
tgrid_cube_spec_seed44.log,0.2,798,87,616,0.902
tgrid_cube_spec_seed45.log,0.2,707,85,542,0.893
tgrid_cube_spec_seed46.log,0.2,842,115,674,0.880
tgrid_pusht_spec_seed42.log,0.2,1303,814,959,0.615
tgrid_pusht_spec_seed43.log,0.2,1251,792,910,0.612
tgrid_pusht_spec_seed44.log,0.2,1198,783,854,0.605
tgrid_pusht_spec_seed45.log,0.2,1254,749,923,0.626
tgrid_pusht_spec_seed46.log,0.2,1255,818,916,0.605
tgrid_reacher_spec_seed42.log,0.2,730,422,529,0.634
tgrid_reacher_spec_seed43.log,0.2,779,478,562,0.620
tgrid_reacher_spec_seed44.log,0.2,722,444,522,0.619
tgrid_reacher_spec_seed45.log,0.2,772,454,551,0.630
tgrid_reacher_spec_seed46.log,0.2,703,467,488,0.601
timing_grid_2277177_10.log,0.2,1303,814,959,0.615
timing_grid_2277177_11.log,0.2,1251,792,910,0.612
timing_grid_2277177_12.log,0.2,1198,783,854,0.605
timing_grid_2277177_13.log,0.2,1254,749,923,0.626
timing_grid_2277177_14.log,0.2,1255,818,916,0.605
timing_grid_2277177_30.log,0.2,730,422,529,0.634
timing_grid_2277177_31.log,0.2,779,478,562,0.620
timing_grid_2277177_32.log,0.2,722,444,522,0.619
timing_grid_2277177_33.log,0.2,772,454,551,0.630
timing_grid_2277177_34.log,0.2,703,467,488,0.601
timing_grid_2277177_50.log,0.2,752,80,578,0.904
timing_grid_2277177_51.log,0.2,785,93,621,0.894
timing_grid_2277177_52.log,0.2,798,87,616,0.902
timing_grid_2277177_53.log,0.2,707,85,542,0.893
timing_grid_2277177_54.log,0.2,842,115,674,0.880
tworoom_s2_2286127.log,0.2,124,0,60,1.000
tworoom_s2_2286127.log,0.2,124,0,60,1.000
tworoom_s2_2286127.log,0.2,123,0,59,1.000
tworoom_s2_2286127.log,0.2,123,0,59,1.000
tworoom_s2_2286127.log,0.2,382,0,318,1.000
tworoom_s2_2286127.log,0.2,384,0,320,1.000
tworoom_s2_2286127.log,0.2,379,0,315,1.000
tworoom_s2_2286127.log,0.2,384,0,320,1.000
tworoom_s2_2286127.log,0.2,124,0,60,1.000
tworoom_s2_2286127.log,0.2,123,0,59,1.000
tworoom_s2_2286127.log,0.2,122,0,58,1.000
tworoom_s2_2286127.log,0.2,122,0,58,1.000
tworoom_s2_2286127.log,0.2,381,0,317,1.000
tworoom_s2_2286127.log,0.2,379,0,315,1.000
tworoom_s2_2286127.log,0.2,381,0,317,1.000
tworoom_s2_2286127.log,0.2,379,0,315,1.000
tworoom_specaccept-gc_t25_seed42.log,0.2,124,0,60,1.000
tworoom_specaccept-gc_t25_seed43.log,0.2,123,0,59,1.000
tworoom_specaccept-gc_t25_seed44.log,0.2,122,0,58,1.000
tworoom_specaccept-gc_t25_seed45.log,0.2,122,0,58,1.000
tworoom_specaccept-gc_t75_seed42.log,0.2,381,0,317,1.000
tworoom_specaccept-gc_t75_seed43.log,0.2,379,0,315,1.000
tworoom_specaccept-gc_t75_seed44.log,0.2,381,0,317,1.000
tworoom_specaccept-gc_t75_seed45.log,0.2,379,0,315,1.000
tworoom_specaccept-gf_t25_seed42.log,0.2,124,0,60,1.000
tworoom_specaccept-gf_t25_seed43.log,0.2,124,0,60,1.000
tworoom_specaccept-gf_t25_seed44.log,0.2,123,0,59,1.000
tworoom_specaccept-gf_t25_seed45.log,0.2,123,0,59,1.000
tworoom_specaccept-gf_t75_seed42.log,0.2,382,0,318,1.000
tworoom_specaccept-gf_t75_seed43.log,0.2,384,0,320,1.000
tworoom_specaccept-gf_t75_seed44.log,0.2,379,0,315,1.000
tworoom_specaccept-gf_t75_seed45.log,0.2,384,0,320,1.000
