file,header,env,subgoal,mode,n,seed,S,eval_filter,offset,budget,epfile,sr20,sr5,srq,call_ratio,tau,k
reacher_horizon_s25gdm_t50_seed43.log,,reacher,gdm,,128,43,25,,50,50,reacher_horizon.ep.t3.json,,,42.97,,,
reacher_horizon_s25gdm_t75_2t_seed42.log,,reacher,gdm,,128,42,25,,75,150,reacher_horizon.ep.t4.json,,,89.06,,,
reacher_horizon_s25gdm_t75_2t_seed43.log,,reacher,gdm,,128,43,25,,75,150,reacher_horizon.ep.t5.json,,,90.62,,,
reacher_horizon_s25gdm_t75_b50_seed42.log,,reacher,gdm,,128,42,25,,75,50,reacher_horizon.ep.t4.json,,,44.53,,,
reacher_horizon_s25gdm_t75_b50_seed43.log,,reacher,gdm,,128,43,25,,75,50,reacher_horizon.ep.t5.json,,,46.88,,,
reacher_horizon_s25gdm_t75_seed42.log,,reacher,gdm,,128,42,25,,75,150,reacher_horizon.ep.t4.json,,,89.06,,,
reacher_horizon_s25gdm_t75_seed42.log,,reacher,gdm,,128,42,25,,75,50,reacher_horizon.ep.t4.json,,,44.53,,,
reacher_horizon_s25gdm_t75_seed43.log,,reacher,gdm,,128,43,25,,75,150,reacher_horizon.ep.t5.json,,,90.62,,,
reacher_horizon_s25gdm_t75_seed43.log,,reacher,gdm,,128,43,25,,75,50,reacher_horizon.ep.t5.json,,,46.88,,,
reacher_hz150_baseline_t100_seed42.log,,reacher,baseline,,128,42,25,,100,200,reacher_horizon150.ep.t0.json,,,82.81,,,
reacher_hz150_baseline_t100_seed43.log,,reacher,baseline,,128,43,25,,100,200,reacher_horizon150.ep.t1.json,,,81.25,,,
reacher_hz150_baseline_t100_seed44.log,,reacher,baseline,,128,44,25,,100,200,reacher_horizon150.ep.t2.json,,,83.59,,,
reacher_hz150_baseline_t100_seed45.log,,reacher,baseline,,128,45,25,,100,200,reacher_horizon150.ep.t3.json,,,85.16,,,
reacher_hz150_baseline_t125_seed42.log,,reacher,baseline,,128,42,25,,125,250,reacher_horizon150.ep.t4.json,,,81.25,,,
reacher_hz150_baseline_t125_seed43.log,,reacher,baseline,,128,43,25,,125,250,reacher_horizon150.ep.t5.json,,,81.25,,,
reacher_hz150_baseline_t125_seed44.log,,reacher,baseline,,128,44,25,,125,250,reacher_horizon150.ep.t6.json,,,82.03,,,
reacher_hz150_baseline_t125_seed45.log,,reacher,baseline,,128,45,25,,125,250,reacher_horizon150.ep.t7.json,,,81.25,,,
reacher_hz150_baseline_t150_seed42.log,,reacher,baseline,,128,42,25,,150,300,reacher_horizon150.ep.t8.json,,,76.56,,,
reacher_hz150_baseline_t150_seed43.log,,reacher,baseline,,128,43,25,,150,300,reacher_horizon150.ep.t9.json,,,76.56,,,
reacher_hz150_baseline_t150_seed44.log,,reacher,baseline,,128,44,25,,150,300,reacher_horizon150.ep.t10.json,,,75.78,,,
reacher_hz150_baseline_t150_seed45.log,,reacher,baseline,,128,45,25,,150,300,reacher_horizon150.ep.t11.json,,,75.00,,,
reacher_hz150_s10gdm_t100_seed42.log,,reacher,gdm,,128,42,10,,100,200,reacher_horizon150.ep.t12.json,,,95.31,,,
reacher_hz150_s10gdm_t100_seed43.log,,reacher,gdm,,128,43,10,,100,200,reacher_horizon150.ep.t13.json,,,93.75,,,
reacher_hz150_s10gdm_t100_seed44.log,,reacher,gdm,,128,44,10,,100,200,reacher_horizon150.ep.t14.json,,,95.31,,,
reacher_hz150_s10gdm_t100_seed45.log,,reacher,gdm,,128,45,10,,100,200,reacher_horizon150.ep.t15.json,,,93.75,,,
reacher_hz150_s10gdm_t125_seed42.log,,reacher,gdm,,128,42,10,,125,250,reacher_horizon150.ep.t16.json,,,91.41,,,
reacher_hz150_s10gdm_t125_seed43.log,,reacher,gdm,,128,43,10,,125,250,reacher_horizon150.ep.t17.json,,,92.19,,,
reacher_hz150_s10gdm_t125_seed44.log,,reacher,gdm,,128,44,10,,125,250,reacher_horizon150.ep.t18.json,,,93.75,,,
reacher_hz150_s10gdm_t125_seed45.log,,reacher,gdm,,128,45,10,,125,250,reacher_horizon150.ep.t19.json,,,95.31,,,
reacher_hz150_s10gdm_t150_seed42.log,,reacher,gdm,,128,42,10,,150,300,reacher_horizon150.ep.t20.json,,,96.09,,,
reacher_hz150_s10gdm_t150_seed43.log,,reacher,gdm,,128,43,10,,150,300,reacher_horizon150.ep.t21.json,,,95.31,,,
reacher_hz150_s10gdm_t150_seed44.log,,reacher,gdm,,128,44,10,,150,300,reacher_horizon150.ep.t22.json,,,94.53,,,
reacher_hz150_s10gdm_t150_seed45.log,,reacher,gdm,,128,45,10,,150,300,reacher_horizon150.ep.t23.json,,,94.53,,,
reacher_hz150_s10spec_t100_seed42.log,,reacher,specaccept,,128,42,10,,100,200,reacher_horizon150.ep.t24.json,,,93.75,0.623,0.2,8
reacher_hz150_s10spec_t100_seed43.log,,reacher,specaccept,,128,43,10,,100,200,reacher_horizon150.ep.t25.json,,,96.09,0.639,0.2,8
reacher_hz150_s10spec_t100_seed44.log,,reacher,specaccept,,128,44,10,,100,200,reacher_horizon150.ep.t26.json,,,93.75,0.637,0.2,8
reacher_hz150_s10spec_t100_seed45.log,,reacher,specaccept,,128,45,10,,100,200,reacher_horizon150.ep.t27.json,,,94.53,0.630,0.2,8
reacher_hz150_s10spec_t125_seed42.log,,reacher,specaccept,,128,42,10,,125,250,reacher_horizon150.ep.t28.json,,,92.97,0.603,0.2,8
reacher_hz150_s10spec_t125_seed43.log,,reacher,specaccept,,128,43,10,,125,250,reacher_horizon150.ep.t29.json,,,92.19,0.628,0.2,8
reacher_hz150_s10spec_t125_seed44.log,,reacher,specaccept,,128,44,10,,125,250,reacher_horizon150.ep.t30.json,,,93.75,0.625,0.2,8
reacher_hz150_s10spec_t125_seed45.log,,reacher,specaccept,,128,45,10,,125,250,reacher_horizon150.ep.t31.json,,,93.75,0.619,0.2,8
reacher_hz150_s10spec_t150_seed42.log,,reacher,specaccept,,128,42,10,,150,300,reacher_horizon150.ep.t32.json,,,93.75,0.634,0.2,8
reacher_hz150_s10spec_t150_seed43.log,,reacher,specaccept,,128,43,10,,150,300,reacher_horizon150.ep.t33.json,,,95.31,0.617,0.2,8
reacher_hz150_s10spec_t150_seed44.log,,reacher,specaccept,,128,44,10,,150,300,reacher_horizon150.ep.t34.json,,,93.75,0.627,0.2,8
reacher_hz150_s10spec_t150_seed45.log,,reacher,specaccept,,128,45,10,,150,300,reacher_horizon150.ep.t35.json,,,92.97,0.615,0.2,8
reacher_hz150job_2270576_0.log,"arm=baseline offset=100 seed=42 (2t budget=200, pop=max150)",reacher,baseline,,128,42,25,,100,200,reacher_horizon150.ep.t0.json,,,82.81,,,
reacher_hz150job_2270576_1.log,"arm=baseline offset=100 seed=43 (2t budget=200, pop=max150)",reacher,baseline,,128,43,25,,100,200,reacher_horizon150.ep.t1.json,,,81.25,,,
reacher_hz150job_2270576_10.log,"arm=baseline offset=150 seed=44 (2t budget=300, pop=max150)",reacher,baseline,,128,44,25,,150,300,reacher_horizon150.ep.t10.json,,,75.78,,,
reacher_hz150job_2270576_11.log,"arm=baseline offset=150 seed=45 (2t budget=300, pop=max150)",reacher,baseline,,128,45,25,,150,300,reacher_horizon150.ep.t11.json,,,75.00,,,
reacher_hz150job_2270576_12.log,"arm=s10gdm offset=100 seed=42 (2t budget=200, pop=max150)",reacher,gdm,,128,42,10,,100,200,reacher_horizon150.ep.t12.json,,,95.31,,,
reacher_hz150job_2270576_13.log,"arm=s10gdm offset=100 seed=43 (2t budget=200, pop=max150)",reacher,gdm,,128,43,10,,100,200,reacher_horizon150.ep.t13.json,,,93.75,,,
reacher_hz150job_2270576_14.log,"arm=s10gdm offset=100 seed=44 (2t budget=200, pop=max150)",reacher,gdm,,128,44,10,,100,200,reacher_horizon150.ep.t14.json,,,95.31,,,
reacher_hz150job_2270576_15.log,"arm=s10gdm offset=100 seed=45 (2t budget=200, pop=max150)",reacher,gdm,,128,45,10,,100,200,reacher_horizon150.ep.t15.json,,,93.75,,,
reacher_hz150job_2270576_16.log,"arm=s10gdm offset=125 seed=42 (2t budget=250, pop=max150)",reacher,gdm,,128,42,10,,125,250,reacher_horizon150.ep.t16.json,,,91.41,,,
reacher_hz150job_2270576_17.log,"arm=s10gdm offset=125 seed=43 (2t budget=250, pop=max150)",reacher,gdm,,128,43,10,,125,250,reacher_horizon150.ep.t17.json,,,92.19,,,
reacher_hz150job_2270576_18.log,"arm=s10gdm offset=125 seed=44 (2t budget=250, pop=max150)",reacher,gdm,,128,44,10,,125,250,reacher_horizon150.ep.t18.json,,,93.75,,,
reacher_hz150job_2270576_19.log,"arm=s10gdm offset=125 seed=45 (2t budget=250, pop=max150)",reacher,gdm,,128,45,10,,125,250,reacher_horizon150.ep.t19.json,,,95.31,,,
reacher_hz150job_2270576_2.log,"arm=baseline offset=100 seed=44 (2t budget=200, pop=max150)",reacher,baseline,,128,44,25,,100,200,reacher_horizon150.ep.t2.json,,,83.59,,,
reacher_hz150job_2270576_20.log,"arm=s10gdm offset=150 seed=42 (2t budget=300, pop=max150)",reacher,gdm,,128,42,10,,150,300,reacher_horizon150.ep.t20.json,,,96.09,,,
reacher_hz150job_2270576_21.log,"arm=s10gdm offset=150 seed=43 (2t budget=300, pop=max150)",reacher,gdm,,128,43,10,,150,300,reacher_horizon150.ep.t21.json,,,95.31,,,
reacher_hz150job_2270576_22.log,"arm=s10gdm offset=150 seed=44 (2t budget=300, pop=max150)",reacher,gdm,,128,44,10,,150,300,reacher_horizon150.ep.t22.json,,,94.53,,,
reacher_hz150job_2270576_23.log,"arm=s10gdm offset=150 seed=45 (2t budget=300, pop=max150)",reacher,gdm,,128,45,10,,150,300,reacher_horizon150.ep.t23.json,,,94.53,,,
reacher_hz150job_2270576_24.log,"arm=s10spec offset=100 seed=42 (2t budget=200, pop=max150)",reacher,specaccept,,128,42,10,,100,200,reacher_horizon150.ep.t24.json,,,93.75,0.623,0.2,8
reacher_hz150job_2270576_25.log,"arm=s10spec offset=100 seed=43 (2t budget=200, pop=max150)",reacher,specaccept,,128,43,10,,100,200,reacher_horizon150.ep.t25.json,,,96.09,0.639,0.2,8
reacher_hz150job_2270576_26.log,"arm=s10spec offset=100 seed=44 (2t budget=200, pop=max150)",reacher,specaccept,,128,44,10,,100,200,reacher_horizon150.ep.t26.json,,,93.75,0.637,0.2,8
reacher_hz150job_2270576_27.log,"arm=s10spec offset=100 seed=45 (2t budget=200, pop=max150)",reacher,specaccept,,128,45,10,,100,200,reacher_horizon150.ep.t27.json,,,94.53,0.630,0.2,8
reacher_hz150job_2270576_28.log,"arm=s10spec offset=125 seed=42 (2t budget=250, pop=max150)",reacher,specaccept,,128,42,10,,125,250,reacher_horizon150.ep.t28.json,,,92.97,0.603,0.2,8
reacher_hz150job_2270576_29.log,"arm=s10spec offset=125 seed=43 (2t budget=250, pop=max150)",reacher,specaccept,,128,43,10,,125,250,reacher_horizon150.ep.t29.json,,,92.19,0.628,0.2,8
reacher_hz150job_2270576_3.log,"arm=baseline offset=100 seed=45 (2t budget=200, pop=max150)",reacher,baseline,,128,45,25,,100,200,reacher_horizon150.ep.t3.json,,,85.16,,,
reacher_hz150job_2270576_30.log,"arm=s10spec offset=125 seed=44 (2t budget=250, pop=max150)",reacher,specaccept,,128,44,10,,125,250,reacher_horizon150.ep.t30.json,,,93.75,0.625,0.2,8
reacher_hz150job_2270576_31.log,"arm=s10spec offset=125 seed=45 (2t budget=250, pop=max150)",reacher,specaccept,,128,45,10,,125,250,reacher_horizon150.ep.t31.json,,,93.75,0.619,0.2,8
reacher_hz150job_2270576_32.log,"arm=s10spec offset=150 seed=42 (2t budget=300, pop=max150)",reacher,specaccept,,128,42,10,,150,300,reacher_horizon150.ep.t32.json,,,93.75,0.634,0.2,8
reacher_hz150job_2270576_33.log,"arm=s10spec offset=150 seed=43 (2t budget=300, pop=max150)",reacher,specaccept,,128,43,10,,150,300,reacher_horizon150.ep.t33.json,,,95.31,0.617,0.2,8
reacher_hz150job_2270576_34.log,"arm=s10spec offset=150 seed=44 (2t budget=300, pop=max150)",reacher,specaccept,,128,44,10,,150,300,reacher_horizon150.ep.t34.json,,,93.75,0.627,0.2,8
reacher_hz150job_2270576_35.log,"arm=s10spec offset=150 seed=45 (2t budget=300, pop=max150)",reacher,specaccept,,128,45,10,,150,300,reacher_horizon150.ep.t35.json,,,92.97,0.615,0.2,8
reacher_hz150job_2270576_4.log,"arm=baseline offset=125 seed=42 (2t budget=250, pop=max150)",reacher,baseline,,128,42,25,,125,250,reacher_horizon150.ep.t4.json,,,81.25,,,
reacher_hz150job_2270576_5.log,"arm=baseline offset=125 seed=43 (2t budget=250, pop=max150)",reacher,baseline,,128,43,25,,125,250,reacher_horizon150.ep.t5.json,,,81.25,,,
reacher_hz150job_2270576_6.log,"arm=baseline offset=125 seed=44 (2t budget=250, pop=max150)",reacher,baseline,,128,44,25,,125,250,reacher_horizon150.ep.t6.json,,,82.03,,,
reacher_hz150job_2270576_7.log,"arm=baseline offset=125 seed=45 (2t budget=250, pop=max150)",reacher,baseline,,128,45,25,,125,250,reacher_horizon150.ep.t7.json,,,81.25,,,
reacher_hz150job_2270576_8.log,"arm=baseline offset=150 seed=42 (2t budget=300, pop=max150)",reacher,baseline,,128,42,25,,150,300,reacher_horizon150.ep.t8.json,,,76.56,,,
reacher_hz150job_2270576_9.log,"arm=baseline offset=150 seed=43 (2t budget=300, pop=max150)",reacher,baseline,,128,43,25,,150,300,reacher_horizon150.ep.t9.json,,,76.56,,,
reacher_hzbase_2270556_0.log,"arm=baseline offset=25 seed=42 (budgets: 2t=50, vlwm=50)",reacher,baseline,,128,42,25,,25,50,reacher_horizon.ep.base.t0.json,,,85.16,,,
reacher_hzbase_2270556_1.log,"arm=baseline offset=25 seed=43 (budgets: 2t=50, vlwm=50)",reacher,baseline,,128,43,25,,25,50,reacher_horizon.ep.base.t1.json,,,81.25,,,
reacher_hzbase_2270556_2.log,"arm=baseline offset=50 seed=42 (budgets: 2t=100, vlwm=50)",reacher,baseline,,128,42,25,,50,100,reacher_horizon.ep.base.t2.json,,,92.19,,,
reacher_hzbase_2270556_2.log,"arm=baseline offset=50 seed=42 (budgets: 2t=100, vlwm=50)",reacher,baseline,,128,42,25,,50,50,reacher_horizon.ep.base.t2.json,,,73.44,,,
reacher_hzbase_2270556_3.log,"arm=baseline offset=50 seed=43 (budgets: 2t=100, vlwm=50)",reacher,baseline,,128,43,25,,50,100,reacher_horizon.ep.base.t3.json,,,91.41,,,
reacher_hzbase_2270556_3.log,"arm=baseline offset=50 seed=43 (budgets: 2t=100, vlwm=50)",reacher,baseline,,128,43,25,,50,50,reacher_horizon.ep.base.t3.json,,,79.69,,,
reacher_hzbase_2270556_4.log,"arm=baseline offset=75 seed=42 (budgets: 2t=150, vlwm=50)",reacher,baseline,,128,42,25,,75,150,reacher_horizon.ep.base.t4.json,,,88.28,,,
reacher_hzbase_2270556_4.log,"arm=baseline offset=75 seed=42 (budgets: 2t=150, vlwm=50)",reacher,baseline,,128,42,25,,75,50,reacher_horizon.ep.base.t4.json,,,71.09,,,
reacher_hzbase_2270556_5.log,"arm=baseline offset=75 seed=43 (budgets: 2t=150, vlwm=50)",reacher,baseline,,128,43,25,,75,150,reacher_horizon.ep.base.t5.json,,,89.84,,,
reacher_hzbase_2270556_5.log,"arm=baseline offset=75 seed=43 (budgets: 2t=150, vlwm=50)",reacher,baseline,,128,43,25,,75,50,reacher_horizon.ep.base.t5.json,,,73.44,,,
reacher_hzbase_2270556_6.log,"arm=baseline offset=100 seed=42 (budgets: 2t=200, vlwm=50)",reacher,baseline,,128,42,25,,100,200,reacher_horizon.ep.base.t6.json,,,83.59,,,
reacher_hzbase_2270556_6.log,"arm=baseline offset=100 seed=42 (budgets: 2t=200, vlwm=50)",reacher,baseline,,128,42,25,,100,50,reacher_horizon.ep.base.t6.json,,,65.62,,,
reacher_hzbase_2270556_7.log,"arm=baseline offset=100 seed=43 (budgets: 2t=200, vlwm=50)",reacher,baseline,,128,43,25,,100,200,reacher_horizon.ep.base.t7.json,,,82.03,,,
reacher_hzbase_2270556_7.log,"arm=baseline offset=100 seed=43 (budgets: 2t=200, vlwm=50)",reacher,baseline,,128,43,25,,100,50,reacher_horizon.ep.base.t7.json,,,64.06,,,
reacher_hzext_2270564_0.log,arm=baseline offset=75 seed=44 (2t budget=150),reacher,baseline,,128,44,25,,75,150,reacher_horizon.ep.ext.t0.json,,,89.06,,,
reacher_hzext_2270564_1.log,arm=baseline offset=75 seed=45 (2t budget=150),reacher,baseline,,128,45,25,,75,150,reacher_horizon.ep.ext.t1.json,,,89.06,,,
reacher_hzext_2270564_10.log,arm=s10spec offset=100 seed=44 (2t budget=200),reacher,specaccept,,128,44,10,,100,200,reacher_horizon.ep.ext.t10.json,,,92.97,0.631,0.2,8
reacher_hzext_2270564_11.log,arm=s10spec offset=100 seed=45 (2t budget=200),reacher,specaccept,,128,45,10,,100,200,reacher_horizon.ep.ext.t11.json,,,95.31,0.606,0.2,8
reacher_hzext_2270564_2.log,arm=baseline offset=100 seed=44 (2t budget=200),reacher,baseline,,128,44,25,,100,200,reacher_horizon.ep.ext.t2.json,,,83.59,,,
reacher_hzext_2270564_3.log,arm=baseline offset=100 seed=45 (2t budget=200),reacher,baseline,,128,45,25,,100,200,reacher_horizon.ep.ext.t3.json,,,83.59,,,
reacher_hzext_2270564_4.log,arm=s10gdm offset=75 seed=44 (2t budget=150),reacher,gdm,,128,44,10,,75,150,reacher_horizon.ep.ext.t4.json,,,90.62,,,
reacher_hzext_2270564_5.log,arm=s10gdm offset=75 seed=45 (2t budget=150),reacher,gdm,,128,45,10,,75,150,reacher_horizon.ep.ext.t5.json,,,89.84,,,
reacher_hzext_2270564_6.log,arm=s10gdm offset=100 seed=44 (2t budget=200),reacher,gdm,,128,44,10,,100,200,reacher_horizon.ep.ext.t6.json,,,89.84,,,
reacher_hzext_2270564_7.log,arm=s10gdm offset=100 seed=45 (2t budget=200),reacher,gdm,,128,45,10,,100,200,reacher_horizon.ep.ext.t7.json,,,89.84,,,
reacher_hzext_2270564_8.log,arm=s10spec offset=75 seed=44 (2t budget=150),reacher,specaccept,,128,44,10,,75,150,reacher_horizon.ep.ext.t8.json,,,90.62,0.632,0.2,8
reacher_hzext_2270564_9.log,arm=s10spec offset=75 seed=45 (2t budget=150),reacher,specaccept,,128,45,10,,75,150,reacher_horizon.ep.ext.t9.json,,,90.62,0.625,0.2,8
reacher_lerp0.25_t100_seed42.log,,reacher,lerp,,128,42,10,,100,200,reacher_audit2.ep100.t0.json,,,33.59,,,
reacher_lerp0.25_t100_seed43.log,,reacher,lerp,,128,43,10,,100,200,reacher_audit2.ep100.t1.json,,,32.81,,,
reacher_lerp0.25_t100_seed44.log,,reacher,lerp,,128,44,10,,100,200,reacher_audit2.ep100.t2.json,,,34.38,,,
reacher_lerp0.25_t100_seed45.log,,reacher,lerp,,128,45,10,,100,200,reacher_audit2.ep100.t3.json,,,32.81,,,
reacher_lerp0.25_t25_seed42.log,,reacher,lerp,,128,42,10,,25,50,,,,21.09,,,
reacher_lerp0.25_t25_seed43.log,,reacher,lerp,,128,43,10,,25,50,,,,28.91,,,
reacher_lerp0.25_t25_seed44.log,,reacher,lerp,,128,44,10,,25,50,,,,22.66,,,
reacher_lerp0.25_t25_seed45.log,,reacher,lerp,,128,45,10,,25,50,,,,14.84,,,
reacher_lerp0.5_t100_seed42.log,,reacher,lerp,,128,42,10,,100,200,reacher_audit2.ep100.t4.json,,,44.53,,,
reacher_lerp0.5_t100_seed43.log,,reacher,lerp,,128,43,10,,100,200,reacher_audit2.ep100.t5.json,,,43.75,,,
reacher_lerp0.5_t100_seed44.log,,reacher,lerp,,128,44,10,,100,200,reacher_audit2.ep100.t6.json,,,42.97,,,
reacher_lerp0.5_t100_seed45.log,,reacher,lerp,,128,45,10,,100,200,reacher_audit2.ep100.t7.json,,,43.75,,,
reacher_lerp0.5_t25_seed42.log,,reacher,lerp,,128,42,10,,25,50,,,,69.53,,,
reacher_lerp0.5_t25_seed43.log,,reacher,lerp,,128,43,10,,25,50,,,,74.22,,,
reacher_lerp0.5_t25_seed44.log,,reacher,lerp,,128,44,10,,25,50,,,,74.22,,,
reacher_lerp0.5_t25_seed45.log,,reacher,lerp,,128,45,10,,25,50,,,,64.84,,,
reacher_lerp0.75_t100_seed42.log,,reacher,lerp,,128,42,10,,100,200,reacher_audit2.ep100.t8.json,,,57.03,,,
reacher_lerp0.75_t100_seed43.log,,reacher,lerp,,128,43,10,,100,200,reacher_audit2.ep100.t9.json,,,55.47,,,
reacher_lerp0.75_t100_seed44.log,,reacher,lerp,,128,44,10,,100,200,reacher_audit2.ep100.t10.json,,,53.91,,,
reacher_lerp0.75_t100_seed45.log,,reacher,lerp,,128,45,10,,100,200,reacher_audit2.ep100.t11.json,,,54.69,,,
reacher_lerp1.0_t25_seed42.log,,reacher,lerp,,128,42,10,,25,50,,,,95.31,,,
reacher_lerp1.0_t25_seed43.log,,reacher,lerp,,128,43,10,,25,50,,,,98.44,,,
reacher_lerp1.0_t25_seed44.log,,reacher,lerp,,128,44,10,,25,50,,,,93.75,,,
reacher_lerp1.0_t25_seed45.log,,reacher,lerp,,128,45,10,,25,50,,,,94.53,,,
reacher_oracle_t25_seed42.log,,reacher,oracle,,128,42,25,,25,50,,,,84.38,,,
reacher_oracle_t25_seed43.log,,reacher,oracle,,128,43,25,,25,50,,,,85.16,,,
reacher_oracle_t25_seed44.log,,reacher,oracle,,128,44,25,,25,50,,,,82.81,,,
reacher_oracle_t25_seed45.log,,reacher,oracle,,128,45,25,,25,50,,,,84.38,,,
reacher_oraclejob_2270813_0.log,oracle full-power: t25 native seed=42 n=128,reacher,oracle,,128,42,25,,25,50,,,,84.38,,,
reacher_oraclejob_2270813_1.log,oracle full-power: t25 native seed=43 n=128,reacher,oracle,,128,43,25,,25,50,,,,85.16,,,
reacher_oraclejob_2270813_2.log,oracle full-power: t25 native seed=44 n=128,reacher,oracle,,128,44,25,,25,50,,,,82.81,,,
reacher_oraclejob_2270813_3.log,oracle full-power: t25 native seed=45 n=128,reacher,oracle,,128,45,25,,25,50,,,,84.38,,,
reacher_rh1_t100_seed42.log,,reacher,baseline,,128,42,5,,100,200,reacher_strong.ep100.t4.json,,,50.78,,,
reacher_rh1_t100_seed43.log,,reacher,baseline,,128,43,5,,100,200,reacher_strong.ep100.t5.json,,,51.56,,,
reacher_rh1_t150_seed42.log,,reacher,baseline,,128,42,5,,150,300,reacher_strong.ep150.t6.json,,,44.53,,,
reacher_rh1_t150_seed43.log,,reacher,baseline,,128,43,5,,150,300,reacher_strong.ep150.t7.json,,,47.66,,,
reacher_rh1_t25_seed42.log,,reacher,baseline,,128,42,5,,25,50,,,,92.19,,,
reacher_rh1_t25_seed43.log,,reacher,baseline,,128,43,5,,25,50,,,,92.19,,,
reacher_rh1_t25_seed44.log,,reacher,baseline,,128,44,5,,25,50,,,,90.62,,,
reacher_rh1_t25_seed45.log,,reacher,baseline,,128,45,5,,25,50,,,,91.41,,,
reacher_rh2_t100_seed42.log,,reacher,baseline,,128,42,10,,100,200,reacher_rh2.ep100.t4.json,,,66.41,,,
reacher_rh2_t100_seed43.log,,reacher,baseline,,128,43,10,,100,200,reacher_rh2.ep100.t5.json,,,68.75,,,
reacher_rh2_t100_seed44.log,,reacher,baseline,,128,44,10,,100,200,reacher_strong.ep100.t8.json,,,65.62,,,
reacher_rh2_t100_seed45.log,,reacher,baseline,,128,45,10,,100,200,reacher_strong.ep100.t9.json,,,65.62,,,
reacher_rh2_t150_seed42.log,,reacher,baseline,,128,42,10,,150,300,reacher_rh2.ep150.t6.json,,,62.50,,,
reacher_rh2_t150_seed43.log,,reacher,baseline,,128,43,10,,150,300,reacher_rh2.ep150.t7.json,,,63.28,,,
reacher_rh2_t150_seed44.log,,reacher,baseline,,128,44,10,,150,300,reacher_strong.ep150.t10.json,,,61.72,,,
reacher_rh2_t150_seed45.log,,reacher,baseline,,128,45,10,,150,300,reacher_strong.ep150.t11.json,,,61.72,,,
reacher_rh2_t25_seed42.log,,reacher,baseline,,128,42,10,,25,50,,,,94.53,,,
reacher_rh2_t25_seed43.log,,reacher,baseline,,128,43,10,,25,50,,,,98.44,,,
reacher_rh2_t25_seed44.log,,reacher,baseline,,128,44,10,,25,50,,,,94.53,,,
reacher_rh2_t25_seed45.log,,reacher,baseline,,128,45,10,,25,50,,,,95.31,,,
reacher_rh2job_2270701_0.log,baseline RH=2 t25 native seed=42,reacher,baseline,,128,42,10,,25,50,,,,94.53,,,
reacher_rh2job_2270701_1.log,baseline RH=2 t25 native seed=43,reacher,baseline,,128,43,10,,25,50,,,,98.44,,,
reacher_rh2job_2270701_2.log,baseline RH=2 t25 native seed=44,reacher,baseline,,128,44,10,,25,50,,,,94.53,,,
reacher_rh2job_2270701_3.log,baseline RH=2 t25 native seed=45,reacher,baseline,,128,45,10,,25,50,,,,95.31,,,
reacher_rh2job_2270701_4.log,baseline RH=2 t100 seed=42,reacher,baseline,,128,42,10,,100,200,reacher_rh2.ep100.t4.json,,,66.41,,,
reacher_rh2job_2270701_5.log,baseline RH=2 t100 seed=43,reacher,baseline,,128,43,10,,100,200,reacher_rh2.ep100.t5.json,,,68.75,,,
reacher_rh2job_2270701_6.log,baseline RH=2 t150 seed=42,reacher,baseline,,128,42,10,,150,300,reacher_rh2.ep150.t6.json,,,62.50,,,
reacher_rh2job_2270701_7.log,baseline RH=2 t150 seed=43,reacher,baseline,,128,43,10,,150,300,reacher_rh2.ep150.t7.json,,,63.28,,,
reacher_s15_t100_seed42.log,,reacher,gdm,,128,42,15,,100,200,reacher_slong.ep150.t8.json,,,94.53,,,
reacher_s15_t100_seed43.log,,reacher,gdm,,128,43,15,,100,200,reacher_slong.ep150.t9.json,,,95.31,,,
reacher_s15_t100_seed44.log,,reacher,gdm,,128,44,15,,100,200,reacher_slong.ep150.t10.json,,,92.97,,,
reacher_s15_t100_seed45.log,,reacher,gdm,,128,45,15,,100,200,reacher_slong.ep150.t11.json,,,92.97,,,
reacher_s15_t150_seed42.log,,reacher,gdm,,128,42,15,,150,300,reacher_slong.ep150.t12.json,,,94.53,,,
reacher_s15_t150_seed43.log,,reacher,gdm,,128,43,15,,150,300,reacher_slong.ep150.t13.json,,,96.09,,,
reacher_s15_t150_seed44.log,,reacher,gdm,,128,44,15,,150,300,reacher_slong.ep150.t14.json,,,96.88,,,
reacher_s15_t150_seed45.log,,reacher,gdm,,128,45,15,,150,300,reacher_slong.ep150.t15.json,,,94.53,,,
reacher_s25_t100_seed42.log,,reacher,gdm,,128,42,25,,100,200,reacher_slong.ep150.t16.json,,,94.53,,,
reacher_s25_t100_seed43.log,,reacher,gdm,,128,43,25,,100,200,reacher_slong.ep150.t17.json,,,91.41,,,
reacher_s25_t100_seed44.log,,reacher,gdm,,128,44,25,,100,200,reacher_slong.ep150.t18.json,,,96.88,,,
reacher_s25_t100_seed45.log,,reacher,gdm,,128,45,25,,100,200,reacher_slong.ep150.t19.json,,,91.41,,,
reacher_s25_t150_seed42.log,,reacher,gdm,,128,42,25,,150,300,reacher_slong.ep150.t20.json,,,89.84,,,
reacher_s25_t150_seed43.log,,reacher,gdm,,128,43,25,,150,300,reacher_slong.ep150.t21.json,,,95.31,,,
reacher_s25_t150_seed44.log,,reacher,gdm,,128,44,25,,150,300,reacher_slong.ep150.t22.json,,,93.75,,,
reacher_s25_t150_seed45.log,,reacher,gdm,,128,45,25,,150,300,reacher_slong.ep150.t23.json,,,91.41,,,
reacher_s5_t100_seed42.log,,reacher,gdm,,128,42,5,,100,200,reacher_slong.ep150.t0.json,,,92.19,,,
