rel,accepted,state_dist
0.032032,1,0.021890
0.112377,1,0.077989
0.609860,0,0.143563
0.537528,0,0.257044
0.052796,1,0.038858
0.268591,0,0.111216
0.165039,1,0.144610
0.376657,0,0.157607
1.394658,0,1.870819
0.196694,1,0.042225
0.121470,1,0.050473
0.040759,1,0.025367
0.530926,0,0.262664
0.281568,0,0.038653
0.552894,0,0.261030
0.595947,0,0.199432
0.231903,0,0.069467
0.283493,0,0.095057
0.560359,0,0.090633
0.238683,0,0.074475
0.884752,0,0.348736
0.145894,1,0.060966
0.111978,1,0.022473
0.470194,0,0.191762
0.175654,1,0.097460
0.572061,0,0.257945
1.418079,0,1.431284
0.211231,0,0.068080
0.136591,1,0.067937
0.314037,0,0.082182
0.115103,1,0.027108
0.516148,0,0.235220
0.395595,0,0.196124
0.351479,0,0.100084
0.193059,1,0.067378
0.135923,1,0.028994
0.837707,0,0.268110
0.057337,1,0.048002
0.370761,0,0.088057
0.592702,0,0.247331
0.045445,1,0.004147
0.067855,1,0.082656
0.090619,1,0.064914
0.365825,0,0.175040
0.259020,0,0.119685
0.362390,0,0.154433
0.202676,0,0.069536
0.299312,0,0.146698
0.021714,1,0.003414
0.399323,0,0.076460
0.126069,1,0.040236
0.057144,1,0.018734
0.154013,1,0.060246
1.376416,0,1.494896
0.321465,0,0.021464
0.537473,0,0.178009
0.078687,1,0.040376
0.115019,1,0.028731
0.075748,1,0.045175
0.512934,0,0.239457
0.239448,0,0.071369
0.098945,1,0.027590
0.131135,1,0.048070
0.060022,1,0.010746
0.181349,1,0.038027
0.392256,0,0.118403
0.222831,0,0.034424
0.308733,0,0.063003
0.117754,1,0.039570
0.075119,1,0.026946
0.146106,1,0.022770
0.115038,1,0.075501
0.066841,1,0.035065
0.162016,1,0.089519
0.077971,1,0.020237
0.209074,0,0.033879
0.238100,0,0.100859
0.166200,1,0.114407
0.127987,1,0.016035
0.216530,0,0.124055
1.384608,0,1.576629
0.139415,1,0.022082
0.425244,0,0.162510
0.273406,0,0.059602
0.917424,0,0.534808
0.225094,0,0.038496
0.180860,1,0.055013
0.242997,0,0.108546
0.294997,0,0.115705
0.357457,0,0.097382
0.065841,1,0.024073
0.090888,1,0.018946
0.074399,1,0.021581
0.300465,0,0.145474
0.285448,0,0.110296
0.092851,1,0.022614
0.041689,1,0.012772
0.035456,1,0.029989
0.089967,1,0.027166
0.415146,0,0.156287
0.058561,1,0.021715
0.350970,0,0.114569
0.112707,1,0.034148
0.144152,1,0.056363
0.033640,1,0.010525
0.314307,0,0.193727
0.121455,1,0.040562
0.359144,0,0.130221
0.308378,0,0.064521
0.164344,1,0.088936
0.096622,1,0.031706
0.547340,0,0.297817
0.399954,0,0.165678
0.160329,1,0.043716
0.197875,1,0.087526
0.772655,0,0.307218
0.511165,0,0.106675
0.284450,0,0.104218
0.113906,1,0.052305
0.143509,1,0.056178
0.110817,1,0.063053
1.356179,0,0.796296
0.116911,1,0.042431
0.065974,1,0.029523
0.070289,1,0.028340
0.215650,0,0.072930
0.140064,1,0.068129
0.232484,0,0.125042
0.383137,0,0.076380
0.093390,1,0.065681
0.334600,0,0.116007
0.071158,1,0.003900
0.292351,0,0.118998
0.062922,1,0.021081
0.050231,1,0.033758
0.310617,0,0.190433
0.041049,1,0.011559
0.029037,1,0.009314
0.131447,1,0.041201
0.444134,0,0.174693
0.147595,1,0.055908
0.073623,1,0.023900
0.167705,1,0.128736
0.163137,1,0.093917
0.263918,0,0.048911
0.078772,1,0.007259
0.286890,0,0.104598
0.165987,1,0.043094
0.153320,1,0.069300
0.608167,0,0.272438
0.289850,0,0.158141
1.404480,0,1.247757
0.138882,1,0.074922
0.055547,1,0.027726
0.408618,0,0.217498
0.279154,0,0.241081
0.772243,0,0.239395
0.616148,0,0.167043
0.207496,0,0.052773
0.288703,0,0.083990
0.245856,0,0.091801
0.268539,0,0.063058
0.119396,1,0.017237
0.468528,0,0.123151
0.142473,1,0.064403
0.352335,0,0.132581
0.015159,1,0.023457
0.074617,1,0.028789
0.121210,1,0.063877
0.258266,0,0.098466
0.811782,0,0.227194
0.450283,0,0.086144
0.111458,1,0.068061
0.375124,0,0.074114
0.122272,1,0.036264
0.100110,1,0.028057
0.158214,1,0.044870
0.456116,0,0.169313
0.107541,1,0.039279
0.103878,1,0.050990
0.113242,1,0.074170
0.259390,0,0.074204
0.187270,1,0.081691
1.371875,0,1.140961
0.959890,0,0.381482
0.072047,1,0.020766
0.492040,0,0.207552
0.134276,1,0.031000
0.418461,0,0.171208
0.247324,0,0.095820
0.080497,1,0.044061
0.145602,1,0.069010
